"","m","query.number","significant","p.value","term.size","query.size","overlap.size","recall","precision","term.id","domain","subgraph.number","term.name","relative.depth","intersection"
"610","blue",1,TRUE,2.12e-10,54,1054,25,0.024,0.463,"GO:0050907","BP",33,"detection of chemical stimulus involved in sensory perception",1,"ENSG00000112462,ENSG00000114349,ENSG00000121377,ENSG00000127529,ENSG00000128519,ENSG00000131686,ENSG00000159763,ENSG00000162896,ENSG00000167419,ENSG00000167825,ENSG00000168124,ENSG00000168158,ENSG00000169777,ENSG00000171936,ENSG00000172146,ENSG00000172519,ENSG00000180016,ENSG00000182070,ENSG00000183024,ENSG00000184166,ENSG00000196184,ENSG00000204688,ENSG00000204701,ENSG00000206474,ENSG00000213215"
"210","blue",1,TRUE,4.17e-10,82,1054,31,0.029,0.378,"GO:0031424","BP",32,"keratinization",1,"ENSG00000052344,ENSG00000081277,ENSG00000104055,ENSG00000108244,ENSG00000108417,ENSG00000124102,ENSG00000125780,ENSG00000129437,ENSG00000131737,ENSG00000133710,ENSG00000135443,ENSG00000163207,ENSG00000163209,ENSG00000163216,ENSG00000167759,ENSG00000167768,ENSG00000167880,ENSG00000169469,ENSG00000169474,ENSG00000170454,ENSG00000170477,ENSG00000171360,ENSG00000171403,ENSG00000172867,ENSG00000184363,ENSG00000185069,ENSG00000186474,ENSG00000186847,ENSG00000187242,ENSG00000188581,ENSG00000254997"
"441","blue",1,TRUE,6.26e-10,168,1054,47,0.045,0.28,"GO:0009897","CC",48,"external side of plasma membrane",1,"ENSG00000010704,ENSG00000049249,ENSG00000089692,ENSG00000090339,ENSG00000090659,ENSG00000101017,ENSG00000102245,ENSG00000105369,ENSG00000105383,ENSG00000105388,ENSG00000107611,ENSG00000110195,ENSG00000110448,ENSG00000112115,ENSG00000115884,ENSG00000116824,ENSG00000117090,ENSG00000117091,ENSG00000121594,ENSG00000122194,ENSG00000122223,ENSG00000126353,ENSG00000128519,ENSG00000134258,ENSG00000134460,ENSG00000136011,ENSG00000138755,ENSG00000139193,ENSG00000146013,ENSG00000147168,ENSG00000156738,ENSG00000160791,ENSG00000163599,ENSG00000168065,ENSG00000168447,ENSG00000168685,ENSG00000171560,ENSG00000171595,ENSG00000174175,ENSG00000174837,ENSG00000177455,ENSG00000183813,ENSG00000185245,ENSG00000187244,ENSG00000188488,ENSG00000198851,ENSG00000232810"
"591","blue",1,TRUE,7.1e-09,144,1054,41,0.039,0.285,"GO:0005125","MF",83,"cytokine activity",1,"ENSG00000090534,ENSG00000095752,ENSG00000102245,ENSG00000102962,ENSG00000106952,ENSG00000108702,ENSG00000112115,ENSG00000120337,ENSG00000120659,ENSG00000123999,ENSG00000125571,ENSG00000125735,ENSG00000125965,ENSG00000128342,ENSG00000130385,ENSG00000131142,ENSG00000136689,ENSG00000136694,ENSG00000136695,ENSG00000137080,ENSG00000138755,ENSG00000142224,ENSG00000143768,ENSG00000147869,ENSG00000162892,ENSG00000163217,ENSG00000164399,ENSG00000164400,ENSG00000166090,ENSG00000168487,ENSG00000172156,ENSG00000172349,ENSG00000175189,ENSG00000181374,ENSG00000181634,ENSG00000184344,ENSG00000186803,ENSG00000214042,ENSG00000232810,ENSG00000233816,ENSG00000236637"
"161","blue",1,TRUE,6.73e-08,160,1054,42,0.04,0.263,"GO:0006959","BP",52,"humoral immune response",1,"ENSG00000008438,ENSG00000009724,ENSG00000021852,ENSG00000039537,ENSG00000096088,ENSG00000100448,ENSG00000107485,ENSG00000109072,ENSG00000110169,ENSG00000113905,ENSG00000120054,ENSG00000123838,ENSG00000123843,ENSG00000124102,ENSG00000124107,ENSG00000124731,ENSG00000126353,ENSG00000126759,ENSG00000129654,ENSG00000133710,ENSG00000136695,ENSG00000137080,ENSG00000142515,ENSG00000142748,ENSG00000156738,ENSG00000157131,ENSG00000160224,ENSG00000164047,ENSG00000164822,ENSG00000167768,ENSG00000169397,ENSG00000171560,ENSG00000177455,ENSG00000178772,ENSG00000186803,ENSG00000187908,ENSG00000188257,ENSG00000198183,ENSG00000214042,ENSG00000232810,ENSG00000233816,ENSG00000236637"
"301","blue",1,TRUE,5.41e-06,1077,1054,156,0.148,0.145,"GO:0006952","BP",26,"defense response",1,"ENSG00000007952,ENSG00000008438,ENSG00000009724,ENSG00000010704,ENSG00000012504,ENSG00000015285,ENSG00000021852,ENSG00000039537,ENSG00000049249,ENSG00000064201,ENSG00000064932,ENSG00000068985,ENSG00000084674,ENSG00000088827,ENSG00000089692,ENSG00000090339,ENSG00000090659,ENSG00000091181,ENSG00000091831,ENSG00000096088,ENSG00000096264,ENSG00000100448,ENSG00000100453,ENSG00000101017,ENSG00000101213,ENSG00000101307,ENSG00000102010,ENSG00000102034,ENSG00000102245,ENSG00000102962,ENSG00000104783,ENSG00000106100,ENSG00000106952,ENSG00000107485,ENSG00000108405,ENSG00000108702,ENSG00000109072,ENSG00000109101,ENSG00000110169,ENSG00000110680,ENSG00000110921,ENSG00000111012,ENSG00000111701,ENSG00000111981,ENSG00000112115,ENSG00000113905,ENSG00000115590,ENSG00000115607,ENSG00000115884,ENSG00000116031,ENSG00000117090,ENSG00000117091,ENSG00000117215,ENSG00000117281,ENSG00000117595,ENSG00000118137,ENSG00000120054,ENSG00000120337,ENSG00000120659,ENSG00000121053,ENSG00000122223,ENSG00000122224,ENSG00000123838,ENSG00000123843,ENSG00000124107,ENSG00000124731,ENSG00000125571,ENSG00000126262,ENSG00000126353,ENSG00000126549,ENSG00000126759,ENSG00000130592,ENSG00000130768,ENSG00000131142,ENSG00000131203,ENSG00000132510,ENSG00000133710,ENSG00000134216,ENSG00000134460,ENSG00000135114,ENSG00000135605,ENSG00000136011,ENSG00000136689,ENSG00000136694,ENSG00000136695,ENSG00000137080,ENSG00000137265,ENSG00000137869,ENSG00000138356,ENSG00000138755,ENSG00000139193,ENSG00000140835,ENSG00000142515,ENSG00000142677,ENSG00000142748,ENSG00000144648,ENSG00000145113,ENSG00000149021,ENSG00000149295,ENSG00000151388,ENSG00000157131,ENSG00000160791,ENSG00000162676,ENSG00000162894,ENSG00000163218,ENSG00000163464,ENSG00000163568,ENSG00000163702,ENSG00000163874,ENSG00000164047,ENSG00000164078,ENSG00000164251,ENSG00000164822,ENSG00000165059,ENSG00000166090,ENSG00000167346,ENSG00000167419,ENSG00000167531,ENSG00000167768,ENSG00000167850,ENSG00000169344,ENSG00000169397,ENSG00000171560,ENSG00000172156,ENSG00000172215,ENSG00000173578,ENSG00000174175,ENSG00000174697,ENSG00000176170,ENSG00000177455,ENSG00000178772,ENSG00000181143,ENSG00000181374,ENSG00000182866,ENSG00000183625,ENSG00000183813,ENSG00000185303,ENSG00000185338,ENSG00000186803,ENSG00000186827,ENSG00000187908,ENSG00000188257,ENSG00000188784,ENSG00000189430,ENSG00000197046,ENSG00000197870,ENSG00000198183,ENSG00000204613,ENSG00000206073,ENSG00000214042,ENSG00000221826,ENSG00000232810,ENSG00000233816,ENSG00000236637,ENSG00000239998,ENSG00000241635"
"631","blue",1,TRUE,7.4e-06,88,1054,26,0.025,0.295,"GO:0005179","MF",57,"hormone activity",1,"ENSG00000042832,ENSG00000090534,ENSG00000096395,ENSG00000101405,ENSG00000110680,ENSG00000120210,ENSG00000120211,ENSG00000120937,ENSG00000123999,ENSG00000125787,ENSG00000128165,ENSG00000131142,ENSG00000135346,ENSG00000136487,ENSG00000159723,ENSG00000161610,ENSG00000163217,ENSG00000170893,ENSG00000172179,ENSG00000174697,ENSG00000175189,ENSG00000184502,ENSG00000197273,ENSG00000213218,ENSG00000248099,ENSG00000259384"
"143","blue",1,TRUE,2.16e-05,110,1054,29,0.028,0.264,"GO:0007586","BP",5,"digestion",1,"ENSG00000015520,ENSG00000044012,ENSG00000053918,ENSG00000080293,ENSG00000096088,ENSG00000101405,ENSG00000104783,ENSG00000112818,ENSG00000115850,ENSG00000118137,ENSG00000126549,ENSG00000127831,ENSG00000128165,ENSG00000134216,ENSG00000137392,ENSG00000140297,ENSG00000141086,ENSG00000145113,ENSG00000151577,ENSG00000160181,ENSG00000160182,ENSG00000163394,ENSG00000167780,ENSG00000168928,ENSG00000174697,ENSG00000196188,ENSG00000197273,ENSG00000229859,ENSG00000241635"
"511","blue",1,TRUE,5.17e-05,133,1054,32,0.03,0.241,"GO:0004252","MF",70,"serine-type endopeptidase activity",1,"ENSG00000007038,ENSG00000009724,ENSG00000052344,ENSG00000100448,ENSG00000100450,ENSG00000100453,ENSG00000109758,ENSG00000113088,ENSG00000116176,ENSG00000122194,ENSG00000123342,ENSG00000126231,ENSG00000129437,ENSG00000137648,ENSG00000141086,ENSG00000142515,ENSG00000142748,ENSG00000148702,ENSG00000151006,ENSG00000153802,ENSG00000154646,ENSG00000157227,ENSG00000160183,ENSG00000162438,ENSG00000167751,ENSG00000167757,ENSG00000167759,ENSG00000168487,ENSG00000168928,ENSG00000184012,ENSG00000186474,ENSG00000187045"
"471","blue",1,TRUE,7.42e-05,98,1054,26,0.025,0.265,"GO:0031225","CC",40,"anchored component of membrane",1,"ENSG00000007038,ENSG00000052344,ENSG00000093134,ENSG00000104499,ENSG00000105388,ENSG00000106304,ENSG00000110195,ENSG00000111981,ENSG00000116824,ENSG00000117091,ENSG00000117281,ENSG00000122121,ENSG00000124466,ENSG00000125861,ENSG00000129744,ENSG00000130768,ENSG00000132677,ENSG00000141096,ENSG00000146013,ENSG00000167261,ENSG00000169344,ENSG00000169347,ENSG00000171864,ENSG00000185245,ENSG00000204421,ENSG00000204936"
"710","blue",1,TRUE,7.89e-05,558,1054,89,0.084,0.159,"GO:0071345","BP",75,"cellular response to cytokine stimulus",1,"ENSG00000012504,ENSG00000023839,ENSG00000049249,ENSG00000064932,ENSG00000066405,ENSG00000084674,ENSG00000090339,ENSG00000090534,ENSG00000091181,ENSG00000101017,ENSG00000102245,ENSG00000102962,ENSG00000103522,ENSG00000105723,ENSG00000106952,ENSG00000107485,ENSG00000108702,ENSG00000108821,ENSG00000110169,ENSG00000110680,ENSG00000112115,ENSG00000114737,ENSG00000115590,ENSG00000115607,ENSG00000117595,ENSG00000118137,ENSG00000118972,ENSG00000120337,ENSG00000120659,ENSG00000124334,ENSG00000125571,ENSG00000125735,ENSG00000126353,ENSG00000131080,ENSG00000131142,ENSG00000134460,ENSG00000135114,ENSG00000135960,ENSG00000136689,ENSG00000136694,ENSG00000136695,ENSG00000137080,ENSG00000137265,ENSG00000137857,ENSG00000138755,ENSG00000139193,ENSG00000140279,ENSG00000142677,ENSG00000144648,ENSG00000144771,ENSG00000147168,ENSG00000151388,ENSG00000160791,ENSG00000160973,ENSG00000160999,ENSG00000162676,ENSG00000162892,ENSG00000163464,ENSG00000163568,ENSG00000163702,ENSG00000163874,ENSG00000164047,ENSG00000164078,ENSG00000164251,ENSG00000164399,ENSG00000164400,ENSG00000168685,ENSG00000169692,ENSG00000172061,ENSG00000172156,ENSG00000172215,ENSG00000173578,ENSG00000174697,ENSG00000176170,ENSG00000178623,ENSG00000181374,ENSG00000181634,ENSG00000183625,ENSG00000183813,ENSG00000185245,ENSG00000185338,ENSG00000186803,ENSG00000186827,ENSG00000187266,ENSG00000196549,ENSG00000214042,ENSG00000232810,ENSG00000233816,ENSG00000236637"
"810","blue",1,TRUE,8.48e-05,182,1054,39,0.037,0.214,"GO:0045165","BP",62,"cell fate commitment",1,"ENSG00000005073,ENSG00000075891,ENSG00000085741,ENSG00000102145,ENSG00000105996,ENSG00000107187,ENSG00000107485,ENSG00000109101,ENSG00000111245,ENSG00000117425,ENSG00000120337,ENSG00000121068,ENSG00000122224,ENSG00000123307,ENSG00000124664,ENSG00000124813,ENSG00000125798,ENSG00000128602,ENSG00000129152,ENSG00000132510,ENSG00000135374,ENSG00000137265,ENSG00000137270,ENSG00000143178,ENSG00000143365,ENSG00000147596,ENSG00000149922,ENSG00000162367,ENSG00000162552,ENSG00000163497,ENSG00000163501,ENSG00000164438,ENSG00000169856,ENSG00000170577,ENSG00000172238,ENSG00000180818,ENSG00000183072,ENSG00000184344,ENSG00000184937"
"151","blue",1,TRUE,0.000128,31,1054,13,0.012,0.419,"GO:0018149","BP",43,"peptide cross-linking",1,"ENSG00000104055,ENSG00000124102,ENSG00000125780,ENSG00000163207,ENSG00000163209,ENSG00000163216,ENSG00000163810,ENSG00000166947,ENSG00000167768,ENSG00000167880,ENSG00000169469,ENSG00000169474,ENSG00000172867"
"661","blue",1,TRUE,0.000157,279,1054,52,0.049,0.186,"GO:0001228","MF",39,"transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding",1,"ENSG00000012504,ENSG00000043039,ENSG00000052850,ENSG00000073282,ENSG00000089225,ENSG00000091831,ENSG00000101057,ENSG00000102034,ENSG00000102145,ENSG00000106004,ENSG00000107187,ENSG00000107485,ENSG00000109101,ENSG00000113722,ENSG00000120094,ENSG00000123364,ENSG00000123388,ENSG00000124813,ENSG00000125618,ENSG00000125813,ENSG00000129152,ENSG00000129654,ENSG00000131196,ENSG00000131264,ENSG00000134438,ENSG00000135100,ENSG00000135374,ENSG00000136574,ENSG00000137203,ENSG00000137265,ENSG00000137270,ENSG00000138083,ENSG00000143257,ENSG00000144852,ENSG00000148200,ENSG00000149948,ENSG00000157613,ENSG00000160224,ENSG00000160973,ENSG00000163909,ENSG00000168269,ENSG00000169856,ENSG00000170577,ENSG00000171786,ENSG00000172238,ENSG00000175325,ENSG00000180818,ENSG00000183072,ENSG00000184937,ENSG00000198807,ENSG00000205250,ENSG00000260027"
"381","blue",1,TRUE,0.000209,357,1054,62,0.059,0.174,"GO:0042110","BP",29,"T cell activation",1,"ENSG00000010704,ENSG00000015285,ENSG00000073861,ENSG00000089692,ENSG00000090339,ENSG00000090659,ENSG00000102010,ENSG00000102034,ENSG00000102245,ENSG00000105205,ENSG00000106952,ENSG00000107485,ENSG00000109101,ENSG00000110448,ENSG00000116824,ENSG00000117090,ENSG00000117091,ENSG00000117215,ENSG00000120337,ENSG00000120659,ENSG00000121594,ENSG00000122223,ENSG00000122224,ENSG00000124813,ENSG00000125735,ENSG00000125813,ENSG00000126353,ENSG00000129654,ENSG00000131203,ENSG00000133710,ENSG00000134258,ENSG00000134460,ENSG00000137078,ENSG00000137080,ENSG00000137265,ENSG00000139193,ENSG00000143365,ENSG00000149021,ENSG00000158481,ENSG00000158786,ENSG00000160224,ENSG00000160654,ENSG00000162552,ENSG00000163501,ENSG00000163599,ENSG00000164251,ENSG00000167286,ENSG00000168421,ENSG00000168685,ENSG00000173762,ENSG00000174697,ENSG00000181374,ENSG00000182866,ENSG00000185338,ENSG00000186803,ENSG00000186827,ENSG00000197646,ENSG00000198851,ENSG00000204290,ENSG00000214042,ENSG00000233816,ENSG00000236637"
"221","blue",1,TRUE,0.000232,16,1054,9,0.009,0.562,"GO:0072643","BP",10,"interferon-gamma secretion",1,"ENSG00000012504,ENSG00000107485,ENSG00000116824,ENSG00000117090,ENSG00000122223,ENSG00000134258,ENSG00000136695,ENSG00000163874,ENSG00000164251"
"181","blue",1,TRUE,0.000408,113,1054,27,0.026,0.239,"GO:0035270","BP",15,"endocrine system development",1,"ENSG00000010310,ENSG00000042832,ENSG00000085741,ENSG00000105723,ENSG00000106004,ENSG00000106128,ENSG00000106331,ENSG00000107187,ENSG00000107485,ENSG00000118137,ENSG00000125618,ENSG00000125798,ENSG00000125813,ENSG00000128602,ENSG00000128652,ENSG00000135100,ENSG00000135346,ENSG00000137868,ENSG00000138083,ENSG00000140279,ENSG00000143178,ENSG00000149295,ENSG00000162552,ENSG00000169856,ENSG00000175325,ENSG00000183072,ENSG00000184937"
"411","blue",1,TRUE,0.000707,91,1054,23,0.022,0.253,"GO:0048706","BP",19,"embryonic skeletal system development",1,"ENSG00000005073,ENSG00000052850,ENSG00000085741,ENSG00000105991,ENSG00000105996,ENSG00000106004,ENSG00000108821,ENSG00000109705,ENSG00000120068,ENSG00000120094,ENSG00000123388,ENSG00000124813,ENSG00000128652,ENSG00000128709,ENSG00000137203,ENSG00000157227,ENSG00000163501,ENSG00000164458,ENSG00000168779,ENSG00000170577,ENSG00000173917,ENSG00000176842,ENSG00000260027"
"510","blue",1,TRUE,0.000946,11,1054,7,0.007,0.636,"GO:0042738","BP",81,"exogenous drug catabolic process",1,"ENSG00000138109,ENSG00000140505,ENSG00000142973,ENSG00000144852,ENSG00000160868,ENSG00000165841,ENSG00000255974"
"321","blue",1,TRUE,0.00107,166,1054,34,0.032,0.205,"GO:0048705","BP",68,"skeletal system morphogenesis",1,"ENSG00000005073,ENSG00000037965,ENSG00000043039,ENSG00000052850,ENSG00000105991,ENSG00000105996,ENSG00000106004,ENSG00000108821,ENSG00000109705,ENSG00000111241,ENSG00000113722,ENSG00000116183,ENSG00000120068,ENSG00000120094,ENSG00000123388,ENSG00000124813,ENSG00000125813,ENSG00000128652,ENSG00000128709,ENSG00000137203,ENSG00000147869,ENSG00000157227,ENSG00000157766,ENSG00000163501,ENSG00000164458,ENSG00000168487,ENSG00000168779,ENSG00000170577,ENSG00000173917,ENSG00000176842,ENSG00000197467,ENSG00000204248,ENSG00000248746,ENSG00000260027"
"431","blue",1,TRUE,0.00111,253,1054,46,0.044,0.182,"GO:0030098","BP",53,"lymphocyte differentiation",1,"ENSG00000008438,ENSG00000073861,ENSG00000095752,ENSG00000102010,ENSG00000102245,ENSG00000105369,ENSG00000106952,ENSG00000107485,ENSG00000109101,ENSG00000116824,ENSG00000117090,ENSG00000117215,ENSG00000120337,ENSG00000121594,ENSG00000122224,ENSG00000123999,ENSG00000124813,ENSG00000125813,ENSG00000126353,ENSG00000129654,ENSG00000133710,ENSG00000134460,ENSG00000137080,ENSG00000137265,ENSG00000139193,ENSG00000143365,ENSG00000157227,ENSG00000160224,ENSG00000162552,ENSG00000163501,ENSG00000163599,ENSG00000167286,ENSG00000168421,ENSG00000168685,ENSG00000169856,ENSG00000174697,ENSG00000182866,ENSG00000182885,ENSG00000185338,ENSG00000185811,ENSG00000186803,ENSG00000188763,ENSG00000198851,ENSG00000214042,ENSG00000233816,ENSG00000236637"
"651","blue",1,TRUE,0.00129,203,1054,39,0.037,0.192,"GO:0005126","MF",73,"cytokine receptor binding",1,"ENSG00000095752,ENSG00000102245,ENSG00000102962,ENSG00000106952,ENSG00000107485,ENSG00000108702,ENSG00000120337,ENSG00000120659,ENSG00000123999,ENSG00000125571,ENSG00000125735,ENSG00000125965,ENSG00000128342,ENSG00000130385,ENSG00000131142,ENSG00000136689,ENSG00000136694,ENSG00000136695,ENSG00000137080,ENSG00000138755,ENSG00000143768,ENSG00000163217,ENSG00000164399,ENSG00000164400,ENSG00000166090,ENSG00000172156,ENSG00000172179,ENSG00000175189,ENSG00000181374,ENSG00000181634,ENSG00000184344,ENSG00000185652,ENSG00000186803,ENSG00000214042,ENSG00000232810,ENSG00000233816,ENSG00000236637,ENSG00000259207,ENSG00000259384"
"521","blue",1,TRUE,0.00132,107,1054,25,0.024,0.234,"GO:0004866","MF",80,"endopeptidase inhibitor activity",1,"ENSG00000057149,ENSG00000077984,ENSG00000089685,ENSG00000100665,ENSG00000113905,ENSG00000122711,ENSG00000123561,ENSG00000124102,ENSG00000124107,ENSG00000125735,ENSG00000125815,ENSG00000126838,ENSG00000127831,ENSG00000133710,ENSG00000135222,ENSG00000139193,ENSG00000166145,ENSG00000166396,ENSG00000166401,ENSG00000170099,ENSG00000170367,ENSG00000171199,ENSG00000188488,ENSG00000206073,ENSG00000242550"
"671","blue",1,TRUE,0.00141,101,1054,24,0.023,0.238,"GO:0046906","MF",20,"tetrapyrrole binding",1,"ENSG00000021461,ENSG00000107611,ENSG00000111012,ENSG00000113905,ENSG00000119686,ENSG00000121053,ENSG00000131203,ENSG00000134812,ENSG00000137857,ENSG00000137869,ENSG00000138109,ENSG00000140279,ENSG00000140505,ENSG00000142973,ENSG00000148795,ENSG00000160868,ENSG00000160870,ENSG00000160882,ENSG00000165841,ENSG00000167419,ENSG00000186115,ENSG00000198125,ENSG00000213931,ENSG00000255974"
"391","blue",1,TRUE,0.00147,1555,1054,197,0.187,0.127,"GO:0009605","BP",77,"response to external stimulus",1,"ENSG00000002726,ENSG00000005421,ENSG00000008438,ENSG00000010310,ENSG00000010704,ENSG00000010932,ENSG00000011009,ENSG00000012504,ENSG00000021852,ENSG00000023839,ENSG00000036828,ENSG00000039537,ENSG00000048545,ENSG00000049249,ENSG00000064201,ENSG00000064932,ENSG00000073861,ENSG00000074660,ENSG00000075891,ENSG00000084674,ENSG00000085741,ENSG00000090339,ENSG00000091583,ENSG00000091831,ENSG00000096088,ENSG00000100448,ENSG00000101017,ENSG00000101405,ENSG00000101890,ENSG00000102001,ENSG00000102104,ENSG00000102174,ENSG00000102962,ENSG00000105996,ENSG00000106100,ENSG00000106952,ENSG00000107187,ENSG00000107485,ENSG00000108576,ENSG00000108702,ENSG00000108821,ENSG00000108839,ENSG00000109072,ENSG00000110195,ENSG00000110680,ENSG00000110921,ENSG00000111012,ENSG00000111701,ENSG00000112115,ENSG00000113262,ENSG00000113905,ENSG00000114349,ENSG00000115590,ENSG00000116031,ENSG00000117090,ENSG00000117281,ENSG00000117407,ENSG00000118137,ENSG00000118972,ENSG00000120054,ENSG00000120337,ENSG00000120659,ENSG00000121594,ENSG00000122194,ENSG00000123838,ENSG00000123843,ENSG00000123892,ENSG00000123999,ENSG00000124102,ENSG00000124107,ENSG00000124731,ENSG00000125735,ENSG00000125798,ENSG00000125861,ENSG00000125965,ENSG00000126231,ENSG00000126262,ENSG00000126353,ENSG00000126549,ENSG00000126759,ENSG00000127831,ENSG00000129152,ENSG00000129170,ENSG00000130561,ENSG00000130592,ENSG00000130711,ENSG00000130762,ENSG00000130768,ENSG00000131142,ENSG00000131183,ENSG00000131203,ENSG00000131482,ENSG00000132915,ENSG00000133710,ENSG00000134216,ENSG00000134258,ENSG00000134460,ENSG00000135114,ENSG00000135605,ENSG00000136011,ENSG00000136574,ENSG00000136695,ENSG00000137080,ENSG00000137265,ENSG00000137392,ENSG00000137868,ENSG00000137869,ENSG00000137877,ENSG00000138755,ENSG00000139193,ENSG00000140279,ENSG00000140505,ENSG00000141738,ENSG00000142515,ENSG00000142677,ENSG00000142748,ENSG00000143839,ENSG00000144648,ENSG00000145826,ENSG00000146013,ENSG00000147443,ENSG00000149021,ENSG00000149295,ENSG00000149948,ENSG00000151014,ENSG00000151388,ENSG00000151577,ENSG00000153094,ENSG00000157131,ENSG00000157227,ENSG00000158571,ENSG00000160013,ENSG00000160791,ENSG00000160951,ENSG00000162552,ENSG00000162676,ENSG00000162892,ENSG00000163218,ENSG00000163394,ENSG00000163464,ENSG00000163568,ENSG00000163702,ENSG00000163874,ENSG00000163914,ENSG00000164047,ENSG00000164078,ENSG00000164251,ENSG00000164400,ENSG00000164822,ENSG00000165272,ENSG00000166090,ENSG00000167346,ENSG00000167419,ENSG00000167531,ENSG00000167580,ENSG00000167768,ENSG00000168621,ENSG00000169397,ENSG00000171560,ENSG00000172156,ENSG00000172215,ENSG00000172238,ENSG00000172349,ENSG00000173578,ENSG00000174175,ENSG00000174343,ENSG00000174697,ENSG00000177455,ENSG00000178772,ENSG00000181374,ENSG00000182533,ENSG00000183625,ENSG00000183813,ENSG00000184166,ENSG00000184344,ENSG00000184502,ENSG00000185245,ENSG00000185527,ENSG00000185652,ENSG00000186803,ENSG00000186827,ENSG00000187045,ENSG00000187908,ENSG00000188257,ENSG00000188778,ENSG00000196468,ENSG00000197870,ENSG00000198183,ENSG00000198691,ENSG00000198851,ENSG00000214042,ENSG00000215644,ENSG00000232810,ENSG00000233816,ENSG00000236637,ENSG00000241635,ENSG00000259207"
